specificity,sensitivity,model,seed
0.34,0.8,genus,83
0.35000000000000003,0.8,genus,83
0.36,0.8,genus,83
0.37,0.7777777777777778,genus,83
0.38,0.7777777777777778,genus,83
0.39,0.7777777777777778,genus,83
0.4,0.7777777777777778,genus,83
0.41000000000000003,0.7777777777777778,genus,83
0.42,0.7777777777777778,genus,83
0.43,0.7333333333333333,genus,83
0.44,0.7333333333333333,genus,83
0.45,0.7333333333333333,genus,83
0.46,0.7333333333333333,genus,83
0.47000000000000003,0.7111111111111111,genus,83
0.48,0.7111111111111111,genus,83
0.49,0.7111111111111111,genus,83
0.5,0.7111111111111111,genus,83
0.51,0.7111111111111111,genus,83
0.52,0.6888888888888889,genus,83
0.53,0.6888888888888889,genus,83
0.54,0.6888888888888889,genus,83
0.55,0.6888888888888889,genus,83
0.56,0.6888888888888889,genus,83
0.5700000000000001,0.6888888888888889,genus,83
0.58,0.6444444444444445,genus,83
0.59,0.6444444444444445,genus,83
0.6,0.6222222222222222,genus,83
0.61,0.6222222222222222,genus,83
0.62,0.5777777777777777,genus,83
0.63,0.5777777777777777,genus,83
0.64,0.5777777777777777,genus,83
0.65,0.5777777777777777,genus,83
0.66,0.5333333333333333,genus,83
0.67,0.5333333333333333,genus,83
0.68,0.5333333333333333,genus,83
0.6900000000000001,0.5333333333333333,genus,83
0.7000000000000001,0.5333333333333333,genus,83
0.71,0.5333333333333333,genus,83
0.72,0.5111111111111111,genus,83
0.73,0.5111111111111111,genus,83
0.74,0.5111111111111111,genus,83
0.75,0.4444444444444444,genus,83
0.76,0.4444444444444444,genus,83
0.77,0.4444444444444444,genus,83
0.78,0.4444444444444444,genus,83
0.79,0.4444444444444444,genus,83
0.8,0.4444444444444444,genus,83
0.81,0.4444444444444444,genus,83
0.8200000000000001,0.4444444444444444,genus,83
0.8300000000000001,0.4222222222222222,genus,83
0.84,0.4222222222222222,genus,83
0.85,0.37777777777777777,genus,83
0.86,0.37777777777777777,genus,83
0.87,0.35555555555555557,genus,83
0.88,0.35555555555555557,genus,83
0.89,0.3111111111111111,genus,83
0.9,0.3111111111111111,genus,83
0.91,0.28888888888888886,genus,83
0.92,0.28888888888888886,genus,83
0.93,0.2222222222222222,genus,83
0.9400000000000001,0.2222222222222222,genus,83
0.9500000000000001,0.2222222222222222,genus,83
0.96,0.2222222222222222,genus,83
0.97,0.17777777777777778,genus,83
0.98,0.17777777777777778,genus,83
0.99,0.1111111111111111,genus,83
1,0,genus,83
0,1,genus,84
0.01,1,genus,84
0.02,1,genus,84
0.03,1,genus,84
0.04,1,genus,84
0.05,1,genus,84
0.06,1,genus,84
0.07,1,genus,84
0.08,0.9777777777777777,genus,84
0.09,0.9777777777777777,genus,84
0.1,0.9777777777777777,genus,84
0.11,0.9777777777777777,genus,84
0.12,0.9777777777777777,genus,84
0.13,0.9777777777777777,genus,84
0.14,0.9777777777777777,genus,84
0.15,0.9777777777777777,genus,84
0.16,0.9777777777777777,genus,84
0.17,0.9777777777777777,genus,84
0.18,0.9777777777777777,genus,84
0.19,0.9777777777777777,genus,84
0.2,0.9555555555555556,genus,84
0.21,0.9555555555555556,genus,84
0.22,0.9555555555555556,genus,84
0.23,0.9555555555555556,genus,84
0.24,0.9333333333333333,genus,84
0.25,0.9333333333333333,genus,84
0.26,0.9333333333333333,genus,84
0.27,0.9111111111111111,genus,84
0.28,0.9111111111111111,genus,84
0.29,0.9111111111111111,genus,84
0.3,0.9111111111111111,genus,84
0.31,0.8888888888888888,genus,84
0.32,0.8888888888888888,genus,84
0.33,0.8888888888888888,genus,84
0.34,0.8888888888888888,genus,84
0.35000000000000003,0.8888888888888888,genus,84
0.36,0.8888888888888888,genus,84
0.37,0.8888888888888888,genus,84
0.38,0.8888888888888888,genus,84
0.39,0.8888888888888888,genus,84
0.4,0.8888888888888888,genus,84
0.41000000000000003,0.8888888888888888,genus,84
0.42,0.8888888888888888,genus,84
0.43,0.8888888888888888,genus,84
0.44,0.8888888888888888,genus,84
0.45,0.8666666666666667,genus,84
0.46,0.8666666666666667,genus,84
0.47000000000000003,0.8666666666666667,genus,84
0.48,0.8666666666666667,genus,84
0.49,0.8666666666666667,genus,84
0.5,0.8666666666666667,genus,84
0.51,0.8666666666666667,genus,84
0.52,0.7777777777777778,genus,84
0.53,0.7777777777777778,genus,84
0.54,0.7777777777777778,genus,84
0.55,0.7777777777777778,genus,84
0.56,0.7777777777777778,genus,84
0.5700000000000001,0.7777777777777778,genus,84
0.58,0.7777777777777778,genus,84
0.59,0.7777777777777778,genus,84
0.6,0.7777777777777778,genus,84
0.61,0.7777777777777778,genus,84
0.62,0.7555555555555555,genus,84
0.63,0.7555555555555555,genus,84
0.64,0.7333333333333333,genus,84
0.65,0.7333333333333333,genus,84
0.66,0.7333333333333333,genus,84
0.67,0.7333333333333333,genus,84
0.68,0.6222222222222222,genus,84
0.6900000000000001,0.6222222222222222,genus,84
0.7000000000000001,0.6222222222222222,genus,84
0.71,0.6222222222222222,genus,84
0.72,0.6,genus,84
0.73,0.6,genus,84
0.74,0.6,genus,84
0.75,0.6,genus,84
0.76,0.6,genus,84
0.77,0.5333333333333333,genus,84
0.78,0.5333333333333333,genus,84
0.79,0.4888888888888889,genus,84
0.8,0.4888888888888889,genus,84
0.81,0.4666666666666667,genus,84
0.8200000000000001,0.4666666666666667,genus,84
0.8300000000000001,0.4444444444444444,genus,84
0.84,0.4444444444444444,genus,84
0.85,0.4444444444444444,genus,84
0.86,0.4444444444444444,genus,84
0.87,0.4444444444444444,genus,84
0.88,0.4444444444444444,genus,84
0.89,0.4444444444444444,genus,84
0.9,0.4444444444444444,genus,84
0.91,0.4444444444444444,genus,84
0.92,0.4444444444444444,genus,84
0.93,0.4444444444444444,genus,84
0.9400000000000001,0.4444444444444444,genus,84
0.9500000000000001,0.4222222222222222,genus,84
0.96,0.4222222222222222,genus,84
0.97,0.4222222222222222,genus,84
0.98,0.4222222222222222,genus,84
0.99,0.35555555555555557,genus,84
1,0,genus,84
0,1,genus,85
0.01,1,genus,85
0.02,1,genus,85
0.03,1,genus,85
0.04,1,genus,85
0.05,1,genus,85
0.06,0.9777777777777777,genus,85
0.07,0.9777777777777777,genus,85
0.08,0.9777777777777777,genus,85
0.09,0.9777777777777777,genus,85
0.1,0.9777777777777777,genus,85
0.11,0.9777777777777777,genus,85
0.12,0.9777777777777777,genus,85
0.13,0.9777777777777777,genus,85
0.14,0.9777777777777777,genus,85
0.15,0.9777777777777777,genus,85
0.16,0.9777777777777777,genus,85
0.17,0.9777777777777777,genus,85
0.18,0.9555555555555556,genus,85
0.19,0.9555555555555556,genus,85
0.2,0.9555555555555556,genus,85
0.21,0.9555555555555556,genus,85
0.22,0.9555555555555556,genus,85
0.23,0.9555555555555556,genus,85
0.24,0.9555555555555556,genus,85
0.25,0.9555555555555556,genus,85
0.26,0.9555555555555556,genus,85
0.27,0.9555555555555556,genus,85
0.28,0.9555555555555556,genus,85
0.29,0.9555555555555556,genus,85
0.3,0.9555555555555556,genus,85
0.31,0.9333333333333333,genus,85
0.32,0.9333333333333333,genus,85
0.33,0.9333333333333333,genus,85
0.34,0.9333333333333333,genus,85
0.35000000000000003,0.9333333333333333,genus,85
0.36,0.9333333333333333,genus,85
0.37,0.9333333333333333,genus,85
0.38,0.9333333333333333,genus,85
0.39,0.9333333333333333,genus,85
0.4,0.9333333333333333,genus,85
0.41000000000000003,0.9333333333333333,genus,85
0.42,0.9333333333333333,genus,85
0.43,0.9333333333333333,genus,85
0.44,0.9333333333333333,genus,85
0.45,0.9111111111111111,genus,85
0.46,0.9111111111111111,genus,85
0.47000000000000003,0.9111111111111111,genus,85
0.48,0.9111111111111111,genus,85
0.49,0.9111111111111111,genus,85
0.5,0.8888888888888888,genus,85
0.51,0.8888888888888888,genus,85
0.52,0.8888888888888888,genus,85
0.53,0.8888888888888888,genus,85
0.54,0.8888888888888888,genus,85
0.55,0.8888888888888888,genus,85
0.56,0.8888888888888888,genus,85
0.5700000000000001,0.8888888888888888,genus,85
0.58,0.8888888888888888,genus,85
0.59,0.8888888888888888,genus,85
0.6,0.8888888888888888,genus,85
0.61,0.8888888888888888,genus,85
0.62,0.8888888888888888,genus,85
0.63,0.8888888888888888,genus,85
0.64,0.8888888888888888,genus,85
0.65,0.8888888888888888,genus,85
0.66,0.8888888888888888,genus,85
0.67,0.8888888888888888,genus,85
0.68,0.8444444444444444,genus,85
0.6900000000000001,0.8444444444444444,genus,85
0.7000000000000001,0.7111111111111111,genus,85
0.71,0.7111111111111111,genus,85
0.72,0.6888888888888889,genus,85
0.73,0.6888888888888889,genus,85
0.74,0.6,genus,85
0.75,0.5777777777777777,genus,85
0.76,0.5777777777777777,genus,85
0.77,0.5777777777777777,genus,85
0.78,0.5777777777777777,genus,85
0.79,0.5777777777777777,genus,85
0.8,0.5777777777777777,genus,85
0.81,0.5555555555555556,genus,85
0.8200000000000001,0.5555555555555556,genus,85
0.8300000000000001,0.5333333333333333,genus,85
0.84,0.5333333333333333,genus,85
0.85,0.5111111111111111,genus,85
0.86,0.5111111111111111,genus,85
0.87,0.5111111111111111,genus,85
0.88,0.5111111111111111,genus,85
0.89,0.5111111111111111,genus,85
0.9,0.5111111111111111,genus,85
0.91,0.4888888888888889,genus,85
0.92,0.4888888888888889,genus,85
0.93,0.4444444444444444,genus,85
0.9400000000000001,0.4444444444444444,genus,85
0.9500000000000001,0.28888888888888886,genus,85
0.96,0.28888888888888886,genus,85
0.97,0.26666666666666666,genus,85
0.98,0.26666666666666666,genus,85
0.99,0.26666666666666666,genus,85
1,0,genus,85
0,1,genus,86
0.01,1,genus,86
0.02,1,genus,86
0.03,1,genus,86
0.04,1,genus,86
0.05,1,genus,86
0.06,1,genus,86
0.07,1,genus,86
0.08,1,genus,86
0.09,1,genus,86
0.1,1,genus,86
0.11,1,genus,86
0.12,1,genus,86
0.13,1,genus,86
0.14,1,genus,86
0.15,1,genus,86
0.16,1,genus,86
0.17,1,genus,86
0.18,0.9555555555555556,genus,86
0.19,0.9555555555555556,genus,86
0.2,0.9555555555555556,genus,86
0.21,0.9555555555555556,genus,86
0.22,0.8222222222222222,genus,86
0.23,0.8222222222222222,genus,86
0.24,0.8222222222222222,genus,86
0.25,0.8222222222222222,genus,86
0.26,0.8222222222222222,genus,86
0.27,0.8,genus,86
0.28,0.8,genus,86
0.29,0.8,genus,86
0.3,0.8,genus,86
0.31,0.8,genus,86
0.32,0.8,genus,86
0.33,0.7555555555555555,genus,86
0.34,0.7555555555555555,genus,86
0.35000000000000003,0.7555555555555555,genus,86
0.36,0.7555555555555555,genus,86
0.37,0.7555555555555555,genus,86
0.38,0.7555555555555555,genus,86
0.39,0.7555555555555555,genus,86
0.4,0.7555555555555555,genus,86
0.41000000000000003,0.7555555555555555,genus,86
0.42,0.7555555555555555,genus,86
0.43,0.7555555555555555,genus,86
0.44,0.7555555555555555,genus,86
0.45,0.7111111111111111,genus,86
0.46,0.7111111111111111,genus,86
0.47000000000000003,0.7111111111111111,genus,86
0.48,0.7111111111111111,genus,86
0.49,0.7111111111111111,genus,86
0.5,0.7111111111111111,genus,86
0.51,0.7111111111111111,genus,86
0.52,0.6888888888888889,genus,86
0.53,0.6888888888888889,genus,86
0.54,0.6666666666666666,genus,86
0.55,0.6666666666666666,genus,86
0.56,0.6444444444444445,genus,86
0.5700000000000001,0.6444444444444445,genus,86
0.58,0.6444444444444445,genus,86
0.59,0.6444444444444445,genus,86
0.6,0.6444444444444445,genus,86
0.61,0.6444444444444445,genus,86
0.62,0.6222222222222222,genus,86
0.63,0.6222222222222222,genus,86
0.64,0.6,genus,86
0.65,0.6,genus,86
0.66,0.5777777777777777,genus,86
0.67,0.5777777777777777,genus,86
0.68,0.5777777777777777,genus,86
0.6900000000000001,0.5777777777777777,genus,86
0.7000000000000001,0.5777777777777777,genus,86
0.71,0.5777777777777777,genus,86
0.72,0.5111111111111111,genus,86
0.73,0.5111111111111111,genus,86
0.74,0.5111111111111111,genus,86
0.75,0.5111111111111111,genus,86
0.76,0.5111111111111111,genus,86
0.77,0.5111111111111111,genus,86
0.78,0.5111111111111111,genus,86
0.79,0.5111111111111111,genus,86
0.8,0.5111111111111111,genus,86
0.81,0.5111111111111111,genus,86
0.8200000000000001,0.5111111111111111,genus,86
0.8300000000000001,0.5111111111111111,genus,86
0.84,0.5111111111111111,genus,86
0.85,0.5111111111111111,genus,86
0.86,0.5111111111111111,genus,86
0.87,0.4,genus,86
0.88,0.4,genus,86
0.89,0.4,genus,86
0.9,0.4,genus,86
0.91,0.35555555555555557,genus,86
0.92,0.35555555555555557,genus,86
0.93,0.3333333333333333,genus,86
0.9400000000000001,0.3333333333333333,genus,86
0.9500000000000001,0.3111111111111111,genus,86
0.96,0.3111111111111111,genus,86
0.97,0.3111111111111111,genus,86
0.98,0.3111111111111111,genus,86
0.99,0.26666666666666666,genus,86
1,0,genus,86
0,0.8444444444444444,genus,87
0.01,0.8444444444444444,genus,87
0.02,0.8444444444444444,genus,87
0.03,0.8444444444444444,genus,87
0.04,0.8444444444444444,genus,87
0.05,0.8444444444444444,genus,87
0.06,0.8444444444444444,genus,87
0.07,0.8444444444444444,genus,87
0.08,0.8,genus,87
0.09,0.8,genus,87
0.1,0.7555555555555555,genus,87
0.11,0.7555555555555555,genus,87
0.12,0.7555555555555555,genus,87
0.13,0.7555555555555555,genus,87
0.14,0.7555555555555555,genus,87
0.15,0.7555555555555555,genus,87
0.16,0.7555555555555555,genus,87
0.17,0.7555555555555555,genus,87
0.18,0.7555555555555555,genus,87
0.19,0.7555555555555555,genus,87
0.2,0.7555555555555555,genus,87
0.21,0.7555555555555555,genus,87
0.22,0.7555555555555555,genus,87
0.23,0.7555555555555555,genus,87
0.24,0.7555555555555555,genus,87
0.25,0.7333333333333333,genus,87
0.26,0.7333333333333333,genus,87
0.27,0.7333333333333333,genus,87
0.28,0.7333333333333333,genus,87
0.29,0.7333333333333333,genus,87
0.3,0.7333333333333333,genus,87
0.31,0.7333333333333333,genus,87
0.32,0.7333333333333333,genus,87
0.33,0.7333333333333333,genus,87
0.34,0.7333333333333333,genus,87
0.35000000000000003,0.7333333333333333,genus,87
0.36,0.7333333333333333,genus,87
0.37,0.7333333333333333,genus,87
0.38,0.7333333333333333,genus,87
0.39,0.6888888888888889,genus,87
0.4,0.6888888888888889,genus,87
0.41000000000000003,0.6888888888888889,genus,87
0.42,0.6888888888888889,genus,87
0.43,0.6888888888888889,genus,87
0.44,0.6888888888888889,genus,87
0.45,0.6666666666666666,genus,87
0.46,0.6666666666666666,genus,87
0.47000000000000003,0.6666666666666666,genus,87
0.48,0.6666666666666666,genus,87
0.49,0.6444444444444445,genus,87
0.5,0.6444444444444445,genus,87
0.51,0.6444444444444445,genus,87
0.52,0.6444444444444445,genus,87
0.53,0.6444444444444445,genus,87
0.54,0.6444444444444445,genus,87
0.55,0.6444444444444445,genus,87
0.56,0.6222222222222222,genus,87
0.5700000000000001,0.6222222222222222,genus,87
0.58,0.6,genus,87
0.59,0.6,genus,87
0.6,0.6,genus,87
0.61,0.6,genus,87
0.62,0.6,genus,87
0.63,0.6,genus,87
0.64,0.5555555555555556,genus,87
0.65,0.5555555555555556,genus,87
0.66,0.5555555555555556,genus,87
0.67,0.5555555555555556,genus,87
0.68,0.5333333333333333,genus,87
0.6900000000000001,0.5333333333333333,genus,87
0.7000000000000001,0.5333333333333333,genus,87
0.71,0.5333333333333333,genus,87
0.72,0.4888888888888889,genus,87
0.73,0.4888888888888889,genus,87
0.74,0.4888888888888889,genus,87
0.75,0.4666666666666667,genus,87
0.76,0.4666666666666667,genus,87
0.77,0.4666666666666667,genus,87
0.78,0.4666666666666667,genus,87
0.79,0.4444444444444444,genus,87
0.8,0.4444444444444444,genus,87
0.81,0.4444444444444444,genus,87
0.8200000000000001,0.4444444444444444,genus,87
0.8300000000000001,0.4444444444444444,genus,87
0.84,0.4444444444444444,genus,87
0.85,0.37777777777777777,genus,87
0.86,0.37777777777777777,genus,87
0.87,0.37777777777777777,genus,87
0.88,0.37777777777777777,genus,87
0.89,0.3111111111111111,genus,87
0.9,0.3111111111111111,genus,87
0.91,0.28888888888888886,genus,87
0.92,0.28888888888888886,genus,87
0.93,0.28888888888888886,genus,87
0.9400000000000001,0.28888888888888886,genus,87
0.9500000000000001,0.28888888888888886,genus,87
0.96,0.28888888888888886,genus,87
0.97,0.26666666666666666,genus,87
0.98,0.26666666666666666,genus,87
0.99,0.24444444444444444,genus,87
1,0,genus,87
0,0.9777777777777777,genus,88
0.01,0.9777777777777777,genus,88
0.02,0.9111111111111111,genus,88
0.03,0.9111111111111111,genus,88
0.04,0.9111111111111111,genus,88
0.05,0.9111111111111111,genus,88
0.06,0.9111111111111111,genus,88
0.07,0.9111111111111111,genus,88
0.08,0.8888888888888888,genus,88
0.09,0.8888888888888888,genus,88
0.1,0.8888888888888888,genus,88
0.11,0.8888888888888888,genus,88
0.12,0.8888888888888888,genus,88
0.13,0.8888888888888888,genus,88
0.14,0.8888888888888888,genus,88
0.15,0.8888888888888888,genus,88
0.16,0.8666666666666667,genus,88
0.17,0.8666666666666667,genus,88
0.18,0.8222222222222222,genus,88
0.19,0.8222222222222222,genus,88
0.2,0.8222222222222222,genus,88
0.21,0.8222222222222222,genus,88
0.22,0.7111111111111111,genus,88
0.23,0.7111111111111111,genus,88
0.24,0.7111111111111111,genus,88
0.25,0.7111111111111111,genus,88
0.26,0.7111111111111111,genus,88
0.27,0.7111111111111111,genus,88
0.28,0.7111111111111111,genus,88
0.29,0.7111111111111111,genus,88
0.3,0.7111111111111111,genus,88
0.31,0.7111111111111111,genus,88
0.32,0.7111111111111111,genus,88
0.33,0.6888888888888889,genus,88
0.34,0.6888888888888889,genus,88
0.35000000000000003,0.6888888888888889,genus,88
0.36,0.6888888888888889,genus,88
0.37,0.6888888888888889,genus,88
0.38,0.6888888888888889,genus,88
0.39,0.6666666666666666,genus,88
0.4,0.6666666666666666,genus,88
0.41000000000000003,0.6666666666666666,genus,88
0.42,0.6666666666666666,genus,88
0.43,0.6666666666666666,genus,88
0.44,0.6666666666666666,genus,88
0.45,0.6666666666666666,genus,88
0.46,0.6666666666666666,genus,88
0.47000000000000003,0.6666666666666666,genus,88
0.48,0.6666666666666666,genus,88
0.49,0.6666666666666666,genus,88
0.5,0.6444444444444445,genus,88
0.51,0.6444444444444445,genus,88
0.52,0.6222222222222222,genus,88
0.53,0.6222222222222222,genus,88
0.54,0.6222222222222222,genus,88
0.55,0.6222222222222222,genus,88
0.56,0.5777777777777777,genus,88
0.5700000000000001,0.5777777777777777,genus,88
0.58,0.5777777777777777,genus,88
0.59,0.5777777777777777,genus,88
0.6,0.5777777777777777,genus,88
0.61,0.5777777777777777,genus,88
0.62,0.5777777777777777,genus,88
0.63,0.5777777777777777,genus,88
0.64,0.5555555555555556,genus,88
0.65,0.5555555555555556,genus,88
0.66,0.5555555555555556,genus,88
0.67,0.5555555555555556,genus,88
0.68,0.5555555555555556,genus,88
0.6900000000000001,0.5555555555555556,genus,88
0.7000000000000001,0.5555555555555556,genus,88
0.71,0.5555555555555556,genus,88
0.72,0.5555555555555556,genus,88
0.73,0.5555555555555556,genus,88
0.74,0.5555555555555556,genus,88
0.75,0.4888888888888889,genus,88
0.76,0.4888888888888889,genus,88
0.77,0.4,genus,88
0.78,0.4,genus,88
0.79,0.4,genus,88
0.8,0.4,genus,88
0.81,0.37777777777777777,genus,88
0.8200000000000001,0.37777777777777777,genus,88
0.8300000000000001,0.37777777777777777,genus,88
0.84,0.37777777777777777,genus,88
0.85,0.37777777777777777,genus,88
0.86,0.37777777777777777,genus,88
0.87,0.37777777777777777,genus,88
0.88,0.37777777777777777,genus,88
0.89,0.35555555555555557,genus,88
0.9,0.35555555555555557,genus,88
0.91,0.35555555555555557,genus,88
0.92,0.35555555555555557,genus,88
0.93,0.35555555555555557,genus,88
0.9400000000000001,0.35555555555555557,genus,88
0.9500000000000001,0.3111111111111111,genus,88
0.96,0.3111111111111111,genus,88
0.97,0.3111111111111111,genus,88
0.98,0.3111111111111111,genus,88
0.99,0.3111111111111111,genus,88
1,0,genus,88
0,0.9777777777777777,genus,89
0.01,0.9777777777777777,genus,89
0.02,0.9777777777777777,genus,89
0.03,0.9777777777777777,genus,89
0.04,0.9777777777777777,genus,89
0.05,0.9777777777777777,genus,89
0.06,0.9777777777777777,genus,89
0.07,0.9777777777777777,genus,89
0.08,0.9333333333333333,genus,89
0.09,0.9333333333333333,genus,89
0.1,0.9111111111111111,genus,89
0.11,0.9111111111111111,genus,89
0.12,0.8888888888888888,genus,89
0.13,0.8888888888888888,genus,89
0.14,0.8666666666666667,genus,89
0.15,0.8666666666666667,genus,89
0.16,0.8666666666666667,genus,89
0.17,0.8666666666666667,genus,89
0.18,0.8666666666666667,genus,89
0.19,0.8666666666666667,genus,89
0.2,0.8666666666666667,genus,89
0.21,0.8666666666666667,genus,89
0.22,0.8666666666666667,genus,89
0.23,0.8666666666666667,genus,89
0.24,0.8666666666666667,genus,89
0.25,0.8666666666666667,genus,89
0.26,0.8666666666666667,genus,89
0.27,0.8666666666666667,genus,89
0.28,0.8666666666666667,genus,89
0.29,0.8666666666666667,genus,89
0.3,0.8666666666666667,genus,89
0.31,0.8444444444444444,genus,89
0.32,0.8444444444444444,genus,89
0.33,0.8444444444444444,genus,89
0.34,0.8444444444444444,genus,89
0.35000000000000003,0.8222222222222222,genus,89
0.36,0.8222222222222222,genus,89
0.37,0.8222222222222222,genus,89
0.38,0.8222222222222222,genus,89
0.39,0.8222222222222222,genus,89
0.4,0.8222222222222222,genus,89
0.41000000000000003,0.8222222222222222,genus,89
0.42,0.8222222222222222,genus,89
0.43,0.8222222222222222,genus,89
0.44,0.8222222222222222,genus,89
0.45,0.8222222222222222,genus,89
0.46,0.8222222222222222,genus,89
0.47000000000000003,0.8,genus,89
0.48,0.8,genus,89
0.49,0.8,genus,89
0.5,0.7111111111111111,genus,89
0.51,0.7111111111111111,genus,89
0.52,0.7111111111111111,genus,89
0.53,0.7111111111111111,genus,89
0.54,0.6888888888888889,genus,89
0.55,0.6888888888888889,genus,89
0.56,0.6666666666666666,genus,89
0.5700000000000001,0.6666666666666666,genus,89
0.58,0.6666666666666666,genus,89
0.59,0.6666666666666666,genus,89
0.6,0.6222222222222222,genus,89
0.61,0.6222222222222222,genus,89
0.62,0.6222222222222222,genus,89
0.63,0.6222222222222222,genus,89
0.64,0.6,genus,89
0.65,0.6,genus,89
0.66,0.6,genus,89
0.67,0.6,genus,89
0.68,0.5777777777777777,genus,89
0.6900000000000001,0.5777777777777777,genus,89
0.7000000000000001,0.5555555555555556,genus,89
0.71,0.5555555555555556,genus,89
0.72,0.5555555555555556,genus,89
0.73,0.5555555555555556,genus,89
0.74,0.5333333333333333,genus,89
0.75,0.5333333333333333,genus,89
0.76,0.5333333333333333,genus,89
0.77,0.5333333333333333,genus,89
0.78,0.5333333333333333,genus,89
0.79,0.5333333333333333,genus,89
0.8,0.5333333333333333,genus,89
0.81,0.5111111111111111,genus,89
0.8200000000000001,0.5111111111111111,genus,89
0.8300000000000001,0.5111111111111111,genus,89
0.84,0.5111111111111111,genus,89
0.85,0.5111111111111111,genus,89
0.86,0.5111111111111111,genus,89
0.87,0.5111111111111111,genus,89
0.88,0.5111111111111111,genus,89
0.89,0.4444444444444444,genus,89
0.9,0.4444444444444444,genus,89
0.91,0.4444444444444444,genus,89
0.92,0.4444444444444444,genus,89
0.93,0.4444444444444444,genus,89
0.9400000000000001,0.4444444444444444,genus,89
0.9500000000000001,0.37777777777777777,genus,89
0.96,0.37777777777777777,genus,89
0.97,0.35555555555555557,genus,89
0.98,0.35555555555555557,genus,89
0.99,0.3333333333333333,genus,89
1,0,genus,89
0,1,genus,9
0.01,1,genus,9
0.02,1,genus,9
0.03,1,genus,9
0.04,0.9777777777777777,genus,9
0.05,0.9777777777777777,genus,9
0.06,0.9555555555555556,genus,9
0.07,0.9555555555555556,genus,9
0.08,0.9555555555555556,genus,9
0.09,0.9555555555555556,genus,9
0.1,0.9555555555555556,genus,9
0.11,0.9555555555555556,genus,9
0.12,0.9555555555555556,genus,9
0.13,0.9555555555555556,genus,9
0.14,0.9555555555555556,genus,9
0.15,0.9555555555555556,genus,9
0.16,0.9555555555555556,genus,9
0.17,0.9555555555555556,genus,9
0.18,0.9111111111111111,genus,9
0.19,0.9111111111111111,genus,9
0.2,0.9111111111111111,genus,9
0.21,0.9111111111111111,genus,9
0.22,0.8666666666666667,genus,9
0.23,0.8666666666666667,genus,9
0.24,0.8666666666666667,genus,9
0.25,0.8666666666666667,genus,9
0.26,0.8666666666666667,genus,9
0.27,0.8444444444444444,genus,9
0.28,0.8444444444444444,genus,9
0.29,0.8,genus,9
0.3,0.8,genus,9
0.31,0.8,genus,9
0.32,0.8,genus,9
0.33,0.7777777777777778,genus,9
0.34,0.7777777777777778,genus,9
0.35000000000000003,0.7777777777777778,genus,9
0.36,0.7777777777777778,genus,9
0.37,0.7777777777777778,genus,9
0.38,0.7777777777777778,genus,9
0.39,0.7777777777777778,genus,9
0.4,0.7777777777777778,genus,9
0.41000000000000003,0.7333333333333333,genus,9
0.42,0.7333333333333333,genus,9
0.43,0.7333333333333333,genus,9
0.44,0.7333333333333333,genus,9
0.45,0.7333333333333333,genus,9
0.46,0.7333333333333333,genus,9
0.47000000000000003,0.7333333333333333,genus,9
0.48,0.7333333333333333,genus,9
0.49,0.7333333333333333,genus,9
0.5,0.7333333333333333,genus,9
0.51,0.7333333333333333,genus,9
0.52,0.7111111111111111,genus,9
0.53,0.7111111111111111,genus,9
0.54,0.7111111111111111,genus,9
0.55,0.7111111111111111,genus,9
0.56,0.6888888888888889,genus,9
0.5700000000000001,0.6888888888888889,genus,9
0.58,0.6444444444444445,genus,9
0.59,0.6444444444444445,genus,9
0.6,0.6444444444444445,genus,9
0.61,0.6444444444444445,genus,9
0.62,0.6222222222222222,genus,9
0.63,0.6222222222222222,genus,9
0.64,0.5777777777777777,genus,9
0.65,0.5777777777777777,genus,9
0.66,0.5777777777777777,genus,9
0.67,0.5777777777777777,genus,9
0.68,0.5555555555555556,genus,9
0.6900000000000001,0.5555555555555556,genus,9
0.7000000000000001,0.5111111111111111,genus,9
0.71,0.5111111111111111,genus,9
0.72,0.4888888888888889,genus,9
0.73,0.4888888888888889,genus,9
0.74,0.4888888888888889,genus,9
0.75,0.4888888888888889,genus,9
0.76,0.4888888888888889,genus,9
0.77,0.4666666666666667,genus,9
0.78,0.4666666666666667,genus,9
0.79,0.4666666666666667,genus,9
0.8,0.4666666666666667,genus,9
0.81,0.4666666666666667,genus,9
0.8200000000000001,0.4666666666666667,genus,9
0.8300000000000001,0.4666666666666667,genus,9
0.84,0.4666666666666667,genus,9
0.85,0.4222222222222222,genus,9
0.86,0.4222222222222222,genus,9
0.87,0.37777777777777777,genus,9
0.88,0.37777777777777777,genus,9
0.89,0.37777777777777777,genus,9
0.9,0.37777777777777777,genus,9
0.91,0.37777777777777777,genus,9
0.92,0.37777777777777777,genus,9
0.93,0.37777777777777777,genus,9
0.9400000000000001,0.37777777777777777,genus,9
0.9500000000000001,0.35555555555555557,genus,9
0.96,0.35555555555555557,genus,9
0.97,0.35555555555555557,genus,9
0.98,0.35555555555555557,genus,9
0.99,0.3111111111111111,genus,9
1,0,genus,9
0,1,genus,90
0.01,1,genus,90
0.02,1,genus,90
0.03,1,genus,90
0.04,0.9777777777777777,genus,90
0.05,0.9777777777777777,genus,90
0.06,0.9555555555555556,genus,90
0.07,0.9555555555555556,genus,90
0.08,0.9555555555555556,genus,90
0.09,0.9555555555555556,genus,90
0.1,0.9333333333333333,genus,90
0.11,0.9333333333333333,genus,90
0.12,0.9333333333333333,genus,90
